id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1505125978749939716,1505123335130157056,2022-03-19 17:16:11 SE Asia Standard Time,2022-03-19,17:16:11,+0700,1494368679282483202,yokidult,YOKI🎪,,@ShiroNekoBanser @IndiHome oi,und,[],[],[],0,0,0,[],[],https://twitter.com/yokidult/status/1505125978749939716,False,,0,,,,,,,,"[{'screen_name': 'ShiroNekoBanser', 'name': '『ᗜˬᗜ』Mashiro☄️🌸👾|星詠み|( ･᷄ᯅ･᷅)', 'id': '1222112047892066311'}]",,,,
1505125971535400964,1505123447541678081,2022-03-19 17:16:10 SE Asia Standard Time,2022-03-19,17:16:10,+0700,765035200896118789,indihomecare,IndiHomeCare,,"@CitraDewiRiska Hallo. Kak Citra, Fati informasikan jatuh tempo pembayaran IndiHome tanggal 20 setiap Bulan nya yah.  -Fati",in,[],[],[],0,0,0,[],[],https://twitter.com/IndiHomeCare/status/1505125971535400964,False,,0,,,,,,,,"[{'screen_name': 'CitraDewiRiska', 'name': 'Citra Dewi Riska', 'id': '98267524'}]",,,,
1505125684439498755,1505120115817611264,2022-03-19 17:15:01 SE Asia Standard Time,2022-03-19,17:15:01,+0700,1502532316593553410,nanatokioo,nandhiya,,@IndiHome @IndiHomeCare g,und,[],[],[],0,0,0,[],[],https://twitter.com/nanatokioo/status/1505125684439498755,False,,0,,,,,,,,"[{'screen_name': 'IndiHome', 'name': 'IndiHome', 'id': '1075673058931806208'}, {'screen_name': 'IndiHomeCare', 'name': 'IndiHomeCare', 'id': '765035200896118789'}]",,,,
1505125488192229380,1505125488192229380,2022-03-19 17:14:14 SE Asia Standard Time,2022-03-19,17:14:14,+0700,831080841723785216,sekijeuwuu,naa 🦋☻,,han jisung anak indihome guyss  https://t.co/yIUar50cSC,tl,[],[],[],1,0,0,[],[],https://twitter.com/sekijeuwuu/status/1505125488192229380,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1504991163702341634/pu/img/X8Uyv_u_bRBECA34.jpg,,,,,,,[],,,,
1505125485554335744,1505125485554335744,2022-03-19 17:14:14 SE Asia Standard Time,2022-03-19,17:14:14,+0700,1367454856194134016,xxbamie,xxtinkerbel🍃,,"dah lah indihome, life goes on ajaa😭  https://t.co/E29lVxzDtJ",in,[],[],['https://pbs.twimg.com/media/FONHpqwakAkNqoH.jpg'],0,0,0,[],[],https://twitter.com/xxbamie/status/1505125485554335744,False,,1,https://pbs.twimg.com/media/FONHpqwakAkNqoH.jpg,,,,,,,[],,,,
1505125353060470785,1505125353060470785,2022-03-19 17:13:42 SE Asia Standard Time,2022-03-19,17:13:42,+0700,988450435,ria_rochma,Ria~~,,"Help RT and love, International EXOL-s.   KAI's Bucket List show on IndiHome's channel on YouTube. For EXOL Indonesia. For detail :  https://t.co/T4TJ1rgnrl  Thank you ❤️  tg. EXO EXOL Ina Suho D.O. Sehun KAI Baekhyun Chen Chanyeol Lay Xiumin #1ΞX0 #EXO @weareoneEXO",en,"[{'screen_name': 'weareoneexo', 'name': 'exo', 'id': '873115441303924736'}]",['https://bit.ly/3InZWTO'],[],0,0,0,"['1ξx0', 'exo']",[],https://twitter.com/ria_rochma/status/1505125353060470785,False,,0,,,,,,,,[],,,,
1505124942626451460,1505124942626451460,2022-03-19 17:12:04 SE Asia Standard Time,2022-03-19,17:12:04,+0700,171388645,affwann,ef1,,ngelag bgt indihome tolong,in,[],[],[],0,0,0,[],[],https://twitter.com/Affwann/status/1505124942626451460,False,,0,,,,,,,,[],,,,
1505124938360918019,1505124938360918019,2022-03-19 17:12:03 SE Asia Standard Time,2022-03-19,17:12:03,+0700,93601512,ayudh69,agungyudha 💉💉,,@TelkomCare @IndiHomeCare ini modem dan STB nya @IndiHome kapan mau diambil? awas aja kalo sampe gue yg kena denda padahal petugas kalian yg mangkir melulu dari jadwal pengambilan alat. dikira sini gak punya kegiatan apa maenin waktu seenaknya,in,"[{'screen_name': 'indihomecare', 'name': 'indihomecare', 'id': '765035200896118789'}, {'screen_name': 'indihome', 'name': 'indihome', 'id': '1075673058931806208'}]",[],[],0,0,0,[],[],https://twitter.com/ayudh69/status/1505124938360918019,False,,0,,,,,,,,[],,,,
1505124844220076032,1505123585743941635,2022-03-19 17:11:41 SE Asia Standard Time,2022-03-19,17:11:41,+0700,1000004911638106113,imloliyy_a,Liy,,"@ohhgituyak sama kak, tapi sudah lapor ke pihak indihome nya. coba kakak lapor juga",in,[],[],[],0,0,0,[],[],https://twitter.com/imloliyy_a/status/1505124844220076032,False,,0,,,,,,,,"[{'screen_name': 'ohhgituyak', 'name': 'Kay 𓆩♡𓆪', 'id': '1409014986903457796'}]",,,,
1505124749789196290,1505124749789196290,2022-03-19 17:11:18 SE Asia Standard Time,2022-03-19,17:11:18,+0700,1505108225070596099,liemega2,liemega,,"Aku ga terlalu suka drakor sih, lebih seru nonton film favorit di netflix pake jaringan internet indihome guys. Apalagi kalo sambil makan indomie goreng/rebus.. Beuh mantep tuh pasti 😆 #InternetnyaIndonesia #AktivitasTanpaBatas  https://t.co/D1cMzcMuon",in,[],[],[],0,0,0,"['internetnyaindonesia', 'aktivitastanpabatas']",[],https://twitter.com/liemega2/status/1505124749789196290,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1505124679861739520/pu/img/AOxvXbm53nki2aSC.jpg,,,,,,,[],,,,
1505124628263407616,1505124628263407616,2022-03-19 17:10:49 SE Asia Standard Time,2022-03-19,17:10:49,+0700,1505108225070596099,liemega2,liemega,,Cus lah siap siap malam mingguan bareng doi hehe. inspirasi outfit ngedate hari ini dapet dari hasil nonton youtube dengan jaringan indihome guys 🤭 #InternetnyaIndonesia #AktivitasTanpaBatas  https://t.co/NCNpBqbCjB,in,[],[],[],0,0,0,"['internetnyaindonesia', 'aktivitastanpabatas']",[],https://twitter.com/liemega2/status/1505124628263407616,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1505124585963851779/pu/img/JGLzooxGCdgNZMek.jpg,,,,,,,[],,,,
1505124568255524866,1505124568255524866,2022-03-19 17:10:35 SE Asia Standard Time,2022-03-19,17:10:35,+0700,1505108225070596099,liemega2,liemega,,Boleh juga nih idenya guys. Skuylah belajar bikin nasi goreng dulu. Yang bingung gimana cara bikinnya coba aja nonton tutorialnya dulu di youtube dengan jaringan indihome. Pasti seru kok 😘 #InternetnyaIndonesia #AktivitasTanpaBatas  https://t.co/eciGdErBWh,in,[],[],[],0,0,0,"['internetnyaindonesia', 'aktivitastanpabatas']",[],https://twitter.com/liemega2/status/1505124568255524866,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1505124520956358665/pu/img/alryuHrj2nfu-zzA.jpg,,,,,,,[],,,,
1505124178906992646,1505124178906992646,2022-03-19 17:09:02 SE Asia Standard Time,2022-03-19,17:09:02,+0700,1391577584090062848,kaigombyul0114,🐻카이곰별💄Peaches🍑,,#카이의버킷리스트 ep9 #IndiHome 유튜브 채널에서 지금 공개중❣ 오늘도 귀엽고 해맑은 종이니🐻💗 #KAIsBucketList #kaisbucketlistindonesia #KAI_Peaches #Peaches by #KAI #엑소카이 #EXOKAI #카이 #カイ   https://t.co/RE6X4AFdJt  https://t.co/osH9obvYau,ko,[],['https://youtu.be/aAai6Of34d8'],"['https://pbs.twimg.com/media/FONGc7OakAEB0Rz.jpg', 'https://pbs.twimg.com/media/FONGdNXaAAAkJ-q.jpg', 'https://pbs.twimg.com/media/FONGddTacAMGnDR.jpg', 'https://pbs.twimg.com/media/FONGdsWaUAA6dAa.jpg']",0,0,0,"['카이의버킷리스트', 'indihome', 'kaisbucketlist', 'kaisbucketlistindonesia', 'kai_peaches', 'peaches', 'kai', '엑소카이', 'exokai', '카이', 'カイ']",[],https://twitter.com/kaigombyul0114/status/1505124178906992646,False,,1,https://pbs.twimg.com/media/FONGc7OakAEB0Rz.jpg,,,,,,,[],,,,
1505123585743941635,1505123585743941635,2022-03-19 17:06:41 SE Asia Standard Time,2022-03-19,17:06:41,+0700,1409014986903457796,ohhgituyak,Kay 𓆩♡𓆪,,Indihome kenapa si los mulu  https://t.co/SwCT56wSZp,in,[],[],['https://pbs.twimg.com/media/FONF6x5VQAMlV_U.jpg'],1,0,0,[],[],https://twitter.com/ohhgituyak/status/1505123585743941635,False,,1,https://pbs.twimg.com/media/FONF6x5VQAMlV_U.jpg,,,,,,,[],,,,
1505123447541678081,1505123447541678081,2022-03-19 17:06:08 SE Asia Standard Time,2022-03-19,17:06:08,+0700,98267524,citradewiriska,Citra Dewi Riska,,"@IndiHomeCare Min, kalo jatuh tempo pembayaran IndiHome itu tanggal berapa ya?",in,[],[],[],1,0,0,[],[],https://twitter.com/CitraDewiRiska/status/1505123447541678081,False,,0,,,,,,,,[],,,,
1505123320877838339,1505120115817611264,2022-03-19 17:05:38 SE Asia Standard Time,2022-03-19,17:05:38,+0700,1075673058931806208,indihome,IndiHome,,"@nanatokioo Hallo, Kak Nandhiya. Agar interaksinya makin asik, silakan sampaikan langsung via DM akun Twitter terbaru kami di  @IndiHomeCare agar dibantu lebih lanjut ya, Kak. Terima kasih.  -Uwan",in,"[{'screen_name': 'indihomecare', 'name': 'indihomecare', 'id': '765035200896118789'}]",[],[],1,0,0,[],[],https://twitter.com/IndiHome/status/1505123320877838339,False,,0,,,,,,,,"[{'screen_name': 'nanatokioo', 'name': 'nandhiya', 'id': '1502532316593553410'}]",,,,
1505123020016611329,1505106804774035456,2022-03-19 17:04:26 SE Asia Standard Time,2022-03-19,17:04:26,+0700,165376164,hallonasywa,Ika Nursamsiah,,@MySumatera Punya usaha angkringan depan rumah juga produksi sayur hidroponikku bisa masuk supermarket 🤩🤩 #IndiHome #mysumateragiveaway #resolusi2023,in,[],[],[],0,0,0,"['indihome', 'mysumateragiveaway', 'resolusi2023']",[],https://twitter.com/hallonasywa/status/1505123020016611329,False,,0,,,,,,,,"[{'screen_name': 'MySumatera', 'name': 'mySumatera', 'id': '1242389973086560256'}]",,,,
1505122604125806597,1505122604125806597,2022-03-19 17:02:47 SE Asia Standard Time,2022-03-19,17:02:47,+0700,1436240893338554368,putralfaridzi,Alfaridzi Putra,,"valorant time again mengisi waktu weekend bersama teman, dan dengan koneksi indihome ping gua jadi lancar dan stabil banget  https://t.co/fjfxzHoE9k",in,[],[],[],0,0,1,[],[],https://twitter.com/putralfaridzi/status/1505122604125806597,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1505122534756286469/pu/img/re3LUlgqygHYnt7B.jpg,,,,,,,[],,,,
1505122447875473412,1505045042137772036,2022-03-19 17:02:10 SE Asia Standard Time,2022-03-19,17:02:10,+0700,98276975,anishartanto,anis hartanto,,@TretanMuslim Lapor.. Pas kualifikasi moto3 + moto2.. IndiHome lemot Cak 🙈😢,in,[],[],[],0,0,0,[],[],https://twitter.com/anishartanto/status/1505122447875473412,False,,0,,,,,,,,"[{'screen_name': 'TretanMuslim', 'name': 'Pro Gamers', 'id': '533359500'}]",,,,
1505122431639646212,1505122431639646212,2022-03-19 17:02:06 SE Asia Standard Time,2022-03-19,17:02:06,+0700,1442066223009714180,bijihkuacih,han,,Kirain trans 7 ilang ternyata ngga bisa nonton motoGP pake @IndiHome anj,in,"[{'screen_name': 'indihome', 'name': 'indihome', 'id': '1075673058931806208'}]",[],[],0,0,0,[],[],https://twitter.com/bijihkuacih/status/1505122431639646212,False,,0,,,,,,,,[],,,,
1505121958874157059,1505121958874157059,2022-03-19 17:00:13 SE Asia Standard Time,2022-03-19,17:00:13,+0700,528328843,useetvcom,IndiHome Interactive TV,,"Framelook minggu ini akan membahas tentang Wildest Dress Photography. Wah kira-kira apa ya tips &amp; trik jenis fotografi ini?  Nonton di channel @usee_photo pada layanan IndiHome TV, streaming via UseeTV GO  https://t.co/l5BvxV8KT5 &amp;  https://t.co/hNSrbaBbH3  #AktivitasTanpaBatas  https://t.co/kCOffZknyC",in,"[{'screen_name': 'usee_photo', 'name': 'usee photo', 'id': '1479316749107359747'}]","['http://tlkm.id/RxsIKv', 'http://useetv.com']",['https://pbs.twimg.com/media/FONEcYgVkAEorkK.jpg'],0,0,0,['aktivitastanpabatas'],[],https://twitter.com/UseeTVcom/status/1505121958874157059,False,,1,https://pbs.twimg.com/media/FONEcYgVkAEorkK.jpg,,,,,,,[],,,,
1505121951475326982,1505121951475326982,2022-03-19 17:00:11 SE Asia Standard Time,2022-03-19,17:00:11,+0700,1441440951117877249,jeenojaem,︎🫥,,indihome kenapa lemot bgt ya,in,[],[],[],0,0,0,[],[],https://twitter.com/jeenojaem/status/1505121951475326982,False,,0,,,,,,,,[],,,,
1505121594191933446,1505121594191933446,2022-03-19 16:58:46 SE Asia Standard Time,2022-03-19,16:58:46,+0700,1281589842464272385,mughnyrmdhn,HelloMu!,,@IndiHomeCare mantap IndiHome,tl,[],[],[],0,0,0,[],[],https://twitter.com/mughnyrmdhn/status/1505121594191933446,False,,0,,,,,,,,[],,,,
1505121553956376576,1505120863435522048,2022-03-19 16:58:36 SE Asia Standard Time,2022-03-19,16:58:36,+0700,2561631641,paanjingg,panji,,@cursedkidd iya krna bumi makenya indihome jd buffering trus,in,[],[],[],0,0,1,[],[],https://twitter.com/paanjingg/status/1505121553956376576,False,,0,,,,,,,,"[{'screen_name': 'cursedkidd', 'name': 'willy the kid', 'id': '1142426049470296064'}]",,,,
1505121223763968003,1505116412477853697,2022-03-19 16:57:18 SE Asia Standard Time,2022-03-19,16:57:18,+0700,1000004911638106113,imloliyy_a,Liy,,"@deaamaliarp mjb kak, lampu indihome gue juga sama",in,[],[],[],1,0,0,[],[],https://twitter.com/imloliyy_a/status/1505121223763968003,False,,0,,,,,,,,"[{'screen_name': 'deaamaliarp', 'name': 'Dea', 'id': '158995544'}]",,,,
1505121103198703617,1505106804774035456,2022-03-19 16:56:49 SE Asia Standard Time,2022-03-19,16:56:49,+0700,1432916743815503873,vikaagustin10,Vika Agustin,,@MySumatera Siapa tau dpat untuk kmpulw modal Nika😍🤭  #Giveaways #IndiHome #InternetnyaIndonesia,in,[],[],[],0,0,0,"['giveaways', 'indihome', 'internetnyaindonesia']",[],https://twitter.com/VikaAgustin10/status/1505121103198703617,False,,0,,,,,,,,"[{'screen_name': 'MySumatera', 'name': 'mySumatera', 'id': '1242389973086560256'}]",,,,
1505121014576910337,1505121014576910337,2022-03-19 16:56:28 SE Asia Standard Time,2022-03-19,16:56:28,+0700,180389704,rifqimuhammad_,Rifqi Muhammad,,Sekadar info untuk warga @INFO_PAMULANG bahwa layanan perbaikan @IndiHome @IndiHomeCare ternyata lebih dari 3 hari… huffft… sampai hari ini belum ada kejelasan kapan akan diperbaiki dan kapan selesai perbaikannya.,in,"[{'screen_name': 'info_pamulang', 'name': 'ig: @info_pamulang', 'id': '182055127'}, {'screen_name': 'indihome', 'name': 'indihome', 'id': '1075673058931806208'}, {'screen_name': 'indihomecare', 'name': 'indihomecare', 'id': '765035200896118789'}]",[],[],1,0,0,[],[],https://twitter.com/rifqimuhammad_/status/1505121014576910337,False,,0,,,,,,,,[],,,,
1505120975813484549,1505056490792828934,2022-03-19 16:56:19 SE Asia Standard Time,2022-03-19,16:56:19,+0700,1453697845224108054,jensenchrist0,Jensen Christopher,,@wtrmln_grls @convomf TV Digitalnya apa? Indihome/Vidio/MNC Vision/K-Vision/Nex Parabola?,in,[],[],[],0,0,0,[],[],https://twitter.com/JensenChrist0/status/1505120975813484549,False,,0,,,,,,,,"[{'screen_name': 'wtrmln_grls', 'name': 'wtrmln 🍉', 'id': '1343444986579144710'}, {'screen_name': 'convomf', 'name': '💙', 'id': '1314975287294083073'}]",,,,
1505120908901765121,1505115318561423361,2022-03-19 16:56:03 SE Asia Standard Time,2022-03-19,16:56:03,+0700,765035200896118789,indihomecare,IndiHomeCare,,"@ramalooh1 Senang mendengar kabar baiknya, Kak Rama. Selamat menikmati kembali layanan IndiHome. Stay safe, Stay healthy dan bersama IndiHome #PastiBeres -Silvi",in,[],[],[],0,0,0,['pastiberes'],[],https://twitter.com/IndiHomeCare/status/1505120908901765121,False,,0,,,,,,,,"[{'screen_name': 'ramalooh1', 'name': 'ramalooh', 'id': '1433885833031868416'}]",,,,
1505120844917645314,1505120844917645314,2022-03-19 16:55:47 SE Asia Standard Time,2022-03-19,16:55:47,+0700,1402123605647904776,raniaindosat,૮₍ ´• ˕ •` ₎ა,,halo indihome kenapa lemot banget ya dari kemarin? @indihomecare,in,"[{'screen_name': 'indihomecare', 'name': 'indihomecare', 'id': '765035200896118789'}]",[],[],1,0,0,[],[],https://twitter.com/raniaindosat/status/1505120844917645314,False,,0,,,,,,,,[],,,,
1505120156464594944,1505120156464594944,2022-03-19 16:53:03 SE Asia Standard Time,2022-03-19,16:53:03,+0700,443084283,awiyueo,Ayu Pratiwi A.R.,,"Weekend.. Nyalain laptop, konekkan wifi indihome ke laptop, waktunyaaa nonton dramaa 😍  https://t.co/fYlhE6Jumo",in,[],[],[],0,0,0,[],[],https://twitter.com/awiyueo/status/1505120156464594944,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1505120057583898624/pu/img/O7XH1ZCW3HxnVaTL.jpg,,,,,,,[],,,,
1505120115817611264,1505120115817611264,2022-03-19 16:52:54 SE Asia Standard Time,2022-03-19,16:52:54,+0700,1502532316593553410,nanatokioo,nandhiya,,"indihome nih kalo dia manusia udah gue pukulin. mahal, lemot, sering bgt eror, nah yang paling kesel itu kalo mau nonton badminton sama motogp harus bayar lagi, fukkkk bgt maju loe @IndiHome",in,"[{'screen_name': 'indihome', 'name': 'indihome', 'id': '1075673058931806208'}]",[],[],1,0,0,[],[],https://twitter.com/nanatokioo/status/1505120115817611264,False,,0,,,,,,,,[],,,,
1505119625549254664,1505119625549254664,2022-03-19 16:50:57 SE Asia Standard Time,2022-03-19,16:50:57,+0700,1370698360886194181,asadinandraa,genta,,indihome kacauu bet dahh,tl,[],[],[],0,0,0,[],[],https://twitter.com/asadinandraa/status/1505119625549254664,False,,0,,,,,,,,[],,,,
1505119549078716419,1505115377381961734,2022-03-19 16:50:38 SE Asia Standard Time,2022-03-19,16:50:38,+0700,1503388586649202692,reinyezs,reine,,@petitekanroji aku bohong? indihome yang bohong,in,[],[],[],1,1,0,[],[],https://twitter.com/reinyezs/status/1505119549078716419,False,,0,,,,,,,,"[{'screen_name': 'petitekanroji', 'name': 'lilith', 'id': '1504318074752684038'}]",,,,
1505119417734426627,1505114975391870977,2022-03-19 16:50:07 SE Asia Standard Time,2022-03-19,16:50:07,+0700,1075673058931806208,indihome,IndiHome,,"@dindasyptr Baik, Kak Dinda. DM-nya sudah kami bantu respons. Silakan dicek kembali dan untuk interaksi selanjutnya bisa melalui DM, ya Kak. Terima kasih :) -Abdul  https://t.co/KH3bUhq3l0",in,[],['https://myih.ch/dm'],[],0,0,0,[],[],https://twitter.com/IndiHome/status/1505119417734426627,False,,0,,,,,,,,"[{'screen_name': 'dindasyptr', 'name': 'Dinda', 'id': '256924760'}]",,,,
1505119402454237184,1505119402454237184,2022-03-19 16:50:03 SE Asia Standard Time,2022-03-19,16:50:03,+0700,834022985702862848,d4nn154,🖖🏻(ง'̀-'́)ง,,cs indihome di twt gercep bgt deh mntp bgt a6a6 jos kl indihome klen lemot mending dm cs indihome drpd marah2 buang tenaga soalnya lmyn fastresp kok admin2nya,in,[],[],[],1,0,0,[],[],https://twitter.com/d4nn154/status/1505119402454237184,False,,0,,,,,,,,[],,,,
1505119379842686978,1505114418782240768,2022-03-19 16:49:58 SE Asia Standard Time,2022-03-19,16:49:58,+0700,1120507153293250560,byun_ohseh,I just like u,,"@IndiHome Ok sudah Saya balas,di tunggu respon nya kembali min:)",in,[],[],[],0,0,0,[],[],https://twitter.com/Byun_ohseh/status/1505119379842686978,False,,0,,,,,,,,"[{'screen_name': 'IndiHome', 'name': 'IndiHome', 'id': '1075673058931806208'}]",,,,
1505119126385152005,1505119126385152005,2022-03-19 16:48:58 SE Asia Standard Time,2022-03-19,16:48:58,+0700,1496480680858906624,rahelnovelita,Rahel Novelita Mantik,,Lagi apa guys...?? Kalau aku lagi nonton KAI's Bucket List nih di channel YouTube IndiHome..  #InternetnyaIndonesia  #AktivitasTanpaBatas  https://t.co/1YzJ7S5Tmq,in,[],[],[],0,0,0,"['internetnyaindonesia', 'aktivitastanpabatas']",[],https://twitter.com/rahelnovelita/status/1505119126385152005,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1505119089601089538/pu/img/BaZCZ-cFN6kTL7cA.jpg,,,,,,,[],,,,
1505118854766534658,1505118854766534658,2022-03-19 16:47:53 SE Asia Standard Time,2022-03-19,16:47:53,+0700,1399326875181195265,fanadoge,FanaDoge,,Joget dulu dong karena kita happy udah pakai Indihome #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/mPMCe1Wchw,in,[],[],[],0,0,0,"['aktivitastanpabatas', 'internetnyaindonesia']",[],https://twitter.com/FanaDoge/status/1505118854766534658,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1505118792644706305/pu/img/buL1sTgDYXggE40D.jpg,,,,,,,[],,,,
1505118741943963648,1505118741943963648,2022-03-19 16:47:26 SE Asia Standard Time,2022-03-19,16:47:26,+0700,1340023389365256192,jwicegirl,꒰ gina,,Indihome anjggggg,in,[],[],[],0,0,0,[],[],https://twitter.com/jwicegirl/status/1505118741943963648,False,,0,,,,,,,,[],,,,
1505118579649572864,1505118579649572864,2022-03-19 16:46:47 SE Asia Standard Time,2022-03-19,16:46:47,+0700,1399326875181195265,fanadoge,FanaDoge,,Cheers dulu kita karena kita bangga pakai internet cepatnya Indihome #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/c15DNj8EK1,in,[],[],[],0,0,0,"['aktivitastanpabatas', 'internetnyaindonesia']",[],https://twitter.com/FanaDoge/status/1505118579649572864,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1505118541254918144/pu/img/9l6MQQ2Gmf20IYif.jpg,,,,,,,[],,,,
